196|true|true|[2,3,5,7,11,13]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[4,6],[2,4],[2,14],[12,14],[10,12],[8,10],[6,8]],[[1,5],[3,7],[5,9],[7,11],[9,13],[1,11],[3,13],[2,6],[4,14],[2,12],[10,14],[8,12],[6,10],[4,8]],[[1,7],[3,9],[5,11],[7,13],[1,9],[3,11],[5,13],[6,14],[4,12],[2,10],[8,14],[6,12],[4,10],[2,8]]]
196|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8]],[[1,5],[3,7],[5,9],[7,11],[9,13],[1,11],[3,13],[8,12],[10,14],[2,12],[4,14],[2,6],[4,8],[6,10]],[[1,7],[3,9],[5,11],[7,13],[1,9],[3,11],[5,13],[8,14],[2,10],[4,12],[6,14],[2,8],[4,10],[6,12]]]
294|true|true|[2,3,5,7,11,13]|[2,3]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8],[8,12],[2,12],[2,6],[6,10],[10,14],[4,14],[4,8],[2,8],[2,10],[4,10],[4,12],[6,12],[6,14],[8,14]]]
294|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8],[2,8],[2,10],[4,10],[4,12],[6,12],[6,14],[8,14],[8,12],[2,12],[2,6],[6,10],[10,14],[4,14],[4,8]]]
336|true|false|[3]|[3]|[[[1,2],[8,9],[1,9],[2,8],[3,4],[10,11],[3,11],[4,10],[5,6],[12,13],[5,13],[6,12],[7,8],[1,14],[1,7],[8,14],[9,10],[2,3],[3,9],[2,10],[11,12],[4,5],[5,11],[4,12],[13,14],[6,7],[7,13],[6,14],[1,10],[3,8],[1,3],[8,10],[5,14],[7,12],[5,7],[12,14],[4,9],[2,11],[9,11],[2,4],[8,13],[1,6],[1,13],[6,8],[3,12],[5,10],[3,5],[10,12],[2,7],[9,14],[7,9],[2,14],[6,11],[4,13],[11,13],[4,6],[1,12],[5,8],[1,5],[8,12],[6,9],[2,13],[9,13],[2,6],[3,14],[7,10],[3,7],[10,14],[8,11],[1,4],[1,11],[4,8],[2,5],[9,12],[5,9],[2,12],[10,13],[3,6],[3,13],[6,10],[4,7],[11,14],[7,11],[4,14]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
392|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8]],[[1,5],[3,7],[5,9],[7,11],[9,13],[1,11],[3,13],[8,12],[10,14],[2,12],[4,14],[2,6],[4,8],[6,10]],[[1,7],[3,9],[5,11],[7,13],[1,9],[3,11],[5,13],[8,14],[2,10],[4,12],[6,14],[2,8],[4,10],[6,12]]]
448|true|true|[2,3,5,7,11,13]|[7]|[[[1,2],[1,9],[2,8],[8,9],[3,4],[3,11],[4,10],[10,11],[5,6],[5,13],[6,12],[12,13],[7,8],[1,7],[8,14],[1,14],[9,10],[3,9],[2,10],[2,3],[11,12],[5,11],[4,12],[4,5],[13,14],[7,13],[6,14],[6,7]],[[1,3],[3,8],[1,10],[8,10],[3,5],[5,10],[3,12],[10,12],[5,7],[7,12],[5,14],[12,14],[7,9],[9,14],[2,7],[2,14],[9,11],[2,11],[4,9],[2,4],[11,13],[4,13],[6,11],[4,6],[1,13],[1,6],[8,13],[6,8]],[[1,4],[1,11],[4,8],[8,11],[3,6],[3,13],[6,10],[10,13],[5,8],[1,5],[8,12],[1,12],[7,10],[3,7],[10,14],[3,14],[9,12],[5,9],[2,12],[2,5],[11,14],[7,11],[4,14],[4,7],[2,13],[9,13],[2,6],[6,9]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
588|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[4,6],[2,4],[2,14],[12,14],[10,12],[8,10],[6,8],[6,12],[4,12],[4,10],[2,10],[2,8],[8,14],[6,14],[2,6],[2,12],[8,12],[4,8],[4,14],[10,14],[6,10]]]
588|true|true|[2,3,5,7,11,13]|[2,3]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[4,6],[2,4],[2,14],[12,14],[10,12],[8,10],[6,8],[2,6],[2,12],[8,12],[4,8],[4,14],[10,14],[6,10],[6,12],[4,12],[4,10],[2,10],[2,8],[8,14],[6,14]]]
588|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8],[8,12],[2,12],[2,6],[6,10],[10,14],[4,14],[4,8],[2,8],[2,10],[4,10],[4,12],[6,12],[6,14],[8,14]]]
588|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8],[2,8],[2,10],[4,10],[4,12],[6,12],[6,14],[8,14],[8,12],[2,12],[2,6],[6,10],[10,14],[4,14],[4,8]]]
896|true|false|[2]|[2]|[[[1,2],[1,9],[2,8],[8,9],[3,4],[3,11],[4,10],[10,11],[5,6],[5,13],[6,12],[12,13],[7,8],[1,7],[8,14],[1,14],[9,10],[3,9],[2,10],[2,3],[11,12],[5,11],[4,12],[4,5],[13,14],[7,13],[6,14],[6,7]],[[1,3],[1,10],[3,8],[8,10],[3,5],[3,12],[5,10],[10,12],[5,7],[5,14],[7,12],[12,14],[7,9],[2,7],[9,14],[2,14],[9,11],[4,9],[2,11],[2,4],[11,13],[6,11],[4,13],[4,6],[1,13],[8,13],[1,6],[6,8]],[[1,4],[1,11],[4,8],[8,11],[3,6],[3,13],[6,10],[10,13],[5,8],[1,5],[8,12],[1,12],[7,10],[3,7],[10,14],[3,14],[9,12],[5,9],[2,12],[2,5],[11,14],[7,11],[4,14],[4,7],[2,13],[9,13],[2,6],[6,9]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
896|true|false|[2]|[2]|[[[1,2],[1,9],[2,8],[8,9],[3,4],[3,11],[4,10],[10,11],[5,6],[5,13],[6,12],[12,13],[7,8],[1,7],[8,14],[1,14],[9,10],[3,9],[2,10],[2,3],[11,12],[5,11],[4,12],[4,5],[13,14],[7,13],[6,14],[6,7]],[[1,3],[1,10],[3,8],[8,10],[3,5],[3,12],[5,10],[10,12],[5,7],[5,14],[7,12],[12,14],[7,9],[2,7],[9,14],[2,14],[9,11],[4,9],[2,11],[2,4],[11,13],[6,11],[4,13],[4,6],[1,13],[8,13],[1,6],[6,8]],[[1,4],[1,11],[4,8],[8,11],[3,6],[3,13],[6,10],[10,13],[5,8],[1,5],[8,12],[1,12],[7,10],[3,7],[10,14],[3,14],[9,12],[5,9],[2,12],[2,5],[11,14],[7,11],[4,14],[4,7],[2,13],[9,13],[2,6],[6,9]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
896|true|true|[2,3,5,7,11,13]|[7]|[[[1,2],[1,9],[2,8],[8,9],[3,4],[3,11],[4,10],[10,11],[5,6],[5,13],[6,12],[12,13],[7,8],[1,7],[8,14],[1,14],[9,10],[3,9],[2,10],[2,3],[11,12],[5,11],[4,12],[4,5],[13,14],[7,13],[6,14],[6,7]],[[1,3],[3,8],[1,10],[8,10],[3,5],[5,10],[3,12],[10,12],[5,7],[7,12],[5,14],[12,14],[7,9],[9,14],[2,7],[2,14],[9,11],[2,11],[4,9],[2,4],[11,13],[4,13],[6,11],[4,6],[1,13],[1,6],[8,13],[6,8]],[[1,4],[1,11],[4,8],[8,11],[3,6],[3,13],[6,10],[10,13],[5,8],[1,5],[8,12],[1,12],[7,10],[3,7],[10,14],[3,14],[9,12],[5,9],[2,12],[2,5],[11,14],[7,11],[4,14],[4,7],[2,13],[9,13],[2,6],[6,9]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
1176|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8],[2,8],[2,10],[4,10],[4,12],[6,12],[6,14],[8,14],[8,12],[2,12],[2,6],[6,10],[10,14],[4,14],[4,8]]]
1176|true|false|[2]|[2]|[[[1,2],[1,4],[1,6],[1,8],[1,10],[1,12],[1,14],[2,3],[3,4],[3,6],[3,8],[3,10],[3,12],[3,14],[2,5],[4,5],[5,6],[5,8],[5,10],[5,12],[5,14],[2,7],[4,7],[6,7],[7,8],[7,10],[7,12],[7,14],[2,9],[4,9],[6,9],[8,9],[9,10],[9,12],[9,14],[2,11],[4,11],[6,11],[8,11],[10,11],[11,12],[11,14],[2,13],[4,13],[6,13],[8,13],[10,13],[12,13],[13,14]],[[1,3],[3,5],[5,7],[7,9],[9,11],[11,13],[1,13],[1,5],[5,9],[9,13],[3,13],[3,7],[7,11],[1,11],[1,9],[3,9],[3,11],[5,11],[5,13],[7,13],[1,7],[8,10],[10,12],[12,14],[2,14],[2,4],[4,6],[6,8],[8,12],[2,12],[2,6],[6,10],[10,14],[4,14],[4,8],[2,8],[2,10],[4,10],[4,12],[6,12],[6,14],[8,14]]]
1344|true|false|[3]|[3]|[[[1,2],[1,9],[2,8],[8,9],[3,4],[3,11],[4,10],[10,11],[5,6],[5,13],[6,12],[12,13],[7,8],[1,7],[8,14],[1,14],[9,10],[3,9],[2,10],[2,3],[11,12],[5,11],[4,12],[4,5],[13,14],[7,13],[6,14],[6,7],[2,7],[7,9],[2,14],[9,14],[6,11],[11,13],[4,6],[4,13],[1,10],[1,3],[8,10],[3,8],[5,14],[5,7],[12,14],[7,12],[4,9],[9,11],[2,4],[2,11],[8,13],[1,13],[6,8],[1,6],[3,12],[3,5],[10,12],[5,10],[2,5],[5,9],[2,12],[9,12],[10,13],[3,13],[6,10],[3,6],[4,7],[7,11],[4,14],[11,14],[1,12],[1,5],[8,12],[5,8],[6,9],[9,13],[2,6],[2,13],[3,14],[3,7],[10,14],[7,10],[8,11],[1,11],[4,8],[1,4]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
1792|true|false|[2]|[2]|[[[1,2],[1,9],[2,8],[8,9],[3,4],[3,11],[4,10],[10,11],[5,6],[5,13],[6,12],[12,13],[7,8],[1,7],[8,14],[1,14],[9,10],[3,9],[2,10],[2,3],[11,12],[5,11],[4,12],[4,5],[13,14],[7,13],[6,14],[6,7]],[[1,3],[1,10],[3,8],[8,10],[3,5],[3,12],[5,10],[10,12],[5,7],[5,14],[7,12],[12,14],[7,9],[2,7],[9,14],[2,14],[9,11],[4,9],[2,11],[2,4],[11,13],[6,11],[4,13],[4,6],[1,13],[8,13],[1,6],[6,8]],[[1,4],[1,11],[4,8],[8,11],[3,6],[3,13],[6,10],[10,13],[5,8],[1,5],[8,12],[1,12],[7,10],[3,7],[10,14],[3,14],[9,12],[5,9],[2,12],[2,5],[11,14],[7,11],[4,14],[4,7],[2,13],[9,13],[2,6],[6,9]],[[1,8],[3,10],[5,12],[7,14],[2,9],[4,11],[6,13]]]
